,sampling_week,effective_concentration_rolling_average,population,region,state,name,fipscode
1868,2021-03-10,51.50872317257691,"10,000-30,000",West,NV,"Elko County, NV",32007
1869,2021-03-17,27.085692980634764,"10,000-30,000",West,NV,"Elko County, NV",32007
1870,2021-03-24,37.41814798671573,"10,000-30,000",West,NV,"Elko County, NV",32007
1871,2021-03-31,30.431002642559605,"10,000-30,000",West,NV,"Elko County, NV",32007
1872,2021-04-07,25.696560943129736,"10,000-30,000",West,NV,"Elko County, NV",32007
1873,2021-04-14,51.65143500091309,"10,000-30,000",West,NV,"Elko County, NV",32007
1874,2021-04-21,63.35118418443884,"10,000-30,000",West,NV,"Elko County, NV",32007
1875,2021-04-28,89.52991036761814,"10,000-30,000",West,NV,"Elko County, NV",32007
1876,2021-05-05,42.437246486614136,"10,000-30,000",West,NV,"Elko County, NV",32007
1877,2021-05-12,90.40783083520854,"10,000-30,000",West,NV,"Elko County, NV",32007
1878,2021-05-19,295.84778642866087,"10,000-30,000",West,NV,"Elko County, NV",32007
1879,2021-05-26,359.2942745130992,"10,000-30,000",West,NV,"Elko County, NV",32007
1880,2021-06-02,117.34316913225972,"10,000-30,000",West,NV,"Elko County, NV",32007
1881,2021-06-09,51.307521853706646,"10,000-30,000",West,NV,"Elko County, NV",32007
1882,2021-06-16,67.66971811910389,"10,000-30,000",West,NV,"Elko County, NV",32007
1883,2021-06-23,42.7816763856221,"10,000-30,000",West,NV,"Elko County, NV",32007
1884,2021-06-30,71.5593503418933,"10,000-30,000",West,NV,"Elko County, NV",32007
1885,2021-07-07,91.47307809109884,"10,000-30,000",West,NV,"Elko County, NV",32007
1886,2021-07-14,27.81722655794121,"10,000-30,000",West,NV,"Elko County, NV",32007
1887,2021-07-21,27.29895278966559,"10,000-30,000",West,NV,"Elko County, NV",32007
1888,2021-07-28,87.39758434537269,"10,000-30,000",West,NV,"Elko County, NV",32007
1889,2021-08-04,90.17051191965275,"10,000-30,000",West,NV,"Elko County, NV",32007
1890,2021-08-11,131.95116444434265,"10,000-30,000",West,NV,"Elko County, NV",32007
1891,2021-08-18,191.3532556145973,"10,000-30,000",West,NV,"Elko County, NV",32007
1892,2021-08-25,175.90808439109378,"10,000-30,000",West,NV,"Elko County, NV",32007
1893,2021-09-01,387.5522989219807,"10,000-30,000",West,NV,"Elko County, NV",32007
1894,2021-09-08,715.2226057046237,"10,000-30,000",West,NV,"Elko County, NV",32007
1895,2021-09-15,1391.7812749619472,"10,000-30,000",West,NV,"Elko County, NV",32007
1896,2021-09-22,1166.4830498834583,"10,000-30,000",West,NV,"Elko County, NV",32007
1897,2021-09-29,1004.0089641999522,"10,000-30,000",West,NV,"Elko County, NV",32007
1898,2021-10-06,1061.5246563290727,"10,000-30,000",West,NV,"Elko County, NV",32007
1899,2021-10-13,715.1852623078453,"10,000-30,000",West,NV,"Elko County, NV",32007
1900,2021-10-20,784.8631804559501,"10,000-30,000",West,NV,"Elko County, NV",32007
1901,2021-10-27,1047.7403883440568,"10,000-30,000",West,NV,"Elko County, NV",32007
1902,2021-11-03,680.4759154788003,"10,000-30,000",West,NV,"Elko County, NV",32007
1903,2021-11-10,477.5127614655107,"10,000-30,000",West,NV,"Elko County, NV",32007
1904,2021-11-17,428.6259799531621,"10,000-30,000",West,NV,"Elko County, NV",32007
1905,2021-11-24,511.4330945754738,"10,000-30,000",West,NV,"Elko County, NV",32007
1906,2021-12-01,376.5417176527538,"10,000-30,000",West,NV,"Elko County, NV",32007
1907,2021-12-08,253.73965966723412,"10,000-30,000",West,NV,"Elko County, NV",32007
1908,2021-12-15,311.8533001911765,"10,000-30,000",West,NV,"Elko County, NV",32007
1909,2021-12-22,223.5305520329169,"10,000-30,000",West,NV,"Elko County, NV",32007
1910,2021-12-29,389.4052869775191,"10,000-30,000",West,NV,"Elko County, NV",32007
1911,2022-01-05,571.1897932578826,"10,000-30,000",West,NV,"Elko County, NV",32007
1912,2022-01-12,1577.0075456003706,"10,000-30,000",West,NV,"Elko County, NV",32007
1913,2022-01-19,3113.3012225301554,"10,000-30,000",West,NV,"Elko County, NV",32007
1914,2022-01-26,4084.9964144225687,"10,000-30,000",West,NV,"Elko County, NV",32007
1915,2022-02-02,1811.9287746972925,"10,000-30,000",West,NV,"Elko County, NV",32007
1916,2022-02-09,700.1350770072518,"10,000-30,000",West,NV,"Elko County, NV",32007
1917,2022-02-16,302.2803236854352,"10,000-30,000",West,NV,"Elko County, NV",32007
1918,2022-02-23,142.67361706002538,"10,000-30,000",West,NV,"Elko County, NV",32007
1919,2022-03-02,79.25384227453273,"10,000-30,000",West,NV,"Elko County, NV",32007
1920,2021-06-09,42.63517828546399,"100,000-300,000",West,NV,"Washoe County, NV",32031
1921,2021-06-16,51.05907638748683,"100,000-300,000",West,NV,"Washoe County, NV",32031
1922,2021-06-23,73.02106144606053,"100,000-300,000",West,NV,"Washoe County, NV",32031
1923,2021-06-30,74.65328288407979,"100,000-300,000",West,NV,"Washoe County, NV",32031
1924,2021-07-07,85.17647532564396,"100,000-300,000",West,NV,"Washoe County, NV",32031
1925,2021-07-14,128.2906433140047,"100,000-300,000",West,NV,"Washoe County, NV",32031
1926,2021-07-21,241.5513615632057,"100,000-300,000",West,NV,"Washoe County, NV",32031
1927,2021-07-28,321.41265492496524,"100,000-300,000",West,NV,"Washoe County, NV",32031
1928,2021-08-04,387.6450772201468,"100,000-300,000",West,NV,"Washoe County, NV",32031
1929,2021-08-11,679.8634376924749,"100,000-300,000",West,NV,"Washoe County, NV",32031
1930,2022-01-26,929.5724469014408,"100,000-300,000",West,NV,"Washoe County, NV",32031
1931,2022-02-09,467.47044301352827,"100,000-300,000",West,NV,"Washoe County, NV",32031
1932,2022-02-23,159.78911740381736,"100,000-300,000",West,NV,"Washoe County, NV",32031
1933,2022-03-02,85.2629859297989,"100,000-300,000",West,NV,"Washoe County, NV",32031
1934,2021-06-16,5.1935813563861055,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1935,2021-06-23,38.2153529016867,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1936,2021-06-30,161.02005550921072,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1937,2021-07-07,317.11364454046526,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1938,2021-07-14,144.39716108698954,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1939,2021-07-21,233.8516888744252,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1940,2021-07-28,97.71655344626964,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1941,2021-08-04,139.47450810994152,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1942,2021-08-11,368.42849343150993,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1943,2021-08-18,317.2602197786172,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1944,2022-02-09,1440.0971919457384,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1945,2022-02-16,612.2248565903019,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1946,2022-02-23,626.9342982691767,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1947,2022-03-02,255.361017948958,"3,000-10,000",Northeast,NH,"Merrimack County, NH",33013
1948,2020-03-25,4051.5508687158094,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1949,2020-04-01,2433.387971938409,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1950,2020-04-08,5442.737621112327,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1951,2020-04-15,7436.673098271279,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1952,2020-04-22,8837.006177770516,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1953,2020-04-29,2599.380746251432,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1954,2020-05-06,277.54527846483467,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1955,2020-05-13,62.32188258428359,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1956,2020-05-20,43.41787959517874,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1957,2020-05-27,27.57757465799556,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1958,2020-06-03,44.15246891134939,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1959,2020-06-10,40.32263248745652,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1960,2020-06-17,22.48792943134972,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1961,2020-07-15,36.71358782275078,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1962,2020-07-22,24.88999780021716,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1963,2021-06-09,56.5108312790426,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1964,2021-06-16,55.546341973700464,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1965,2021-06-23,52.8733748948731,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1966,2021-06-30,54.24427810347972,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1967,2021-07-07,53.96985342511289,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1968,2021-07-14,53.87955664711279,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1969,2021-07-21,99.03149047992449,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1970,2021-07-28,159.17471978506828,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1971,2021-08-04,176.07199952151788,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1972,2021-08-11,223.44030144693087,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1973,2021-08-18,144.38137545449808,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1974,2022-01-26,324.2898971510893,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1975,2022-02-02,122.8444016662476,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1976,2022-02-09,56.68696978983348,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1977,2022-02-16,52.25454755586725,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1978,2022-02-23,46.07632996626365,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1979,2022-03-02,16.178412904612202,"1,000,000-3,000,000",Northeast,NJ,"Essex County, NJ",34013
1980,2021-06-09,51.56844634394645,"300,000-1,000,000",Northeast,NJ,"Middlesex County, NJ",34023
1981,2021-06-16,54.402399347731006,"300,000-1,000,000",Northeast,NJ,"Middlesex County, NJ",34023
1982,2021-06-23,25.490043182028845,"300,000-1,000,000",Northeast,NJ,"Middlesex County, NJ",34023
1983,2021-06-30,31.16865685687564,"300,000-1,000,000",Northeast,NJ,"Middlesex County, NJ",34023
1984,2021-07-07,26.03989633781548,"300,000-1,000,000",Northeast,NJ,"Middlesex County, NJ",34023
1985,2021-07-14,41.35435785762269,"300,000-1,000,000",Northeast,NJ,"Middlesex County, NJ",34023
1986,2021-07-21,77.8318397374084,"300,000-1,000,000",Northeast,NJ,"Middlesex County, NJ",34023
1987,2021-07-28,121.28180693531154,"300,000-1,000,000",Northeast,NJ,"Middlesex County, NJ",34023
1988,2021-08-04,131.56593738213743,"300,000-1,000,000",Northeast,NJ,"Middlesex County, NJ",34023
1989,2021-08-11,176.52644471768886,"300,000-1,000,000",Northeast,NJ,"Middlesex County, NJ",34023
1990,2021-08-18,142.90028812550463,"300,000-1,000,000",Northeast,NJ,"Middlesex County, NJ",34023
1991,2022-02-23,83.06841944763623,"300,000-1,000,000",Northeast,NJ,"Middlesex County, NJ",34023
1992,2021-06-09,139.1134247187508,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
1993,2021-06-16,246.2103097632279,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
1994,2021-06-23,345.7145162846673,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
1995,2021-06-30,169.02772794341843,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
1996,2021-07-07,91.9067083196472,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
1997,2021-07-14,225.2177330576424,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
1998,2021-07-21,471.1706693886244,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
1999,2021-07-28,268.965063520916,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
2000,2021-08-04,143.9975201143677,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
2001,2021-08-11,195.96531707029192,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
2002,2021-08-18,220.5181670064191,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
2003,2022-02-02,321.8198295287374,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
2004,2022-02-09,160.7779920853825,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
2005,2022-02-16,74.6772069509822,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
2006,2022-02-23,42.1286533998458,"30,000-100,000",Northeast,NJ,"Monmouth County, NJ",34025
2007,2020-05-20,28.0596048103239,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2008,2020-05-27,6.853731935079906,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2009,2020-06-03,7.003780305902413,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2010,2020-06-10,12.895407229673262,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2011,2020-06-17,6.275048309534591,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2012,2020-07-01,21.86123684995103,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2013,2020-07-08,39.85952539516994,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2014,2020-07-22,18.352545347636223,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2015,2020-08-05,11.051961318606184,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2016,2020-08-19,11.774629973596433,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2017,2020-09-02,15.747291944548296,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2018,2020-09-16,15.094175370616846,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2019,2020-09-30,42.12166632640386,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2020,2020-10-14,71.01044693651467,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2021,2020-10-28,179.22287536151148,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2022,2020-11-11,516.3212969745297,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2023,2020-12-09,565.3900636783674,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2024,2020-12-23,590.4155186527481,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2025,2021-01-06,1044.6501756433763,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2026,2021-01-20,858.5969546883022,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2027,2021-02-10,291.1940556839193,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2028,2021-02-24,267.27902997974513,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2029,2021-03-10,147.0010585832515,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2030,2021-03-24,246.95486701902323,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2031,2021-04-07,222.4049888200591,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2032,2021-04-21,142.3012522021992,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2033,2021-05-05,66.28442421875646,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2034,2021-05-19,27.95040776659399,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2035,2021-06-23,23.39470053411033,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2036,2021-06-30,31.24016958096046,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2037,2021-07-07,52.04292503417878,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2038,2021-07-21,91.70101915925824,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2039,2021-08-04,152.89319660613336,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2040,2021-08-18,164.64631770492616,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2041,2021-09-08,119.8375041366534,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2042,2021-09-22,144.37441387287265,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2043,2021-10-06,161.41474622412346,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2044,2021-10-20,95.95385677212649,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2045,2021-11-10,253.09742797917016,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2046,2021-11-24,414.9755712563919,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2047,2021-12-08,885.9236993971596,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2048,2021-12-22,2248.727074533353,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2049,2022-01-05,3641.4793546618766,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2050,2022-01-19,1451.6347595293398,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2051,2022-02-02,348.0849928123039,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2052,2022-02-16,144.701416733882,"100,000-300,000",Northeast,NJ,"Union County, NJ",34039
2053,2020-04-22,2292.034065682256,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2054,2020-05-13,34.971805102249405,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2055,2020-05-20,7.285792729635293,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2056,2020-05-27,0.0,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2057,2020-06-03,0.0,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2058,2020-06-10,0.0,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2059,2020-06-24,0.6899975064095035,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2060,2020-07-08,4.0808861362681785,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2061,2020-07-22,5.973581948930161,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2062,2020-08-05,1.3208961106301644,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2063,2020-08-19,0.0,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2064,2020-09-09,0.0,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2065,2020-09-23,1.619685695497366,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2066,2020-10-07,14.83106090045971,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2067,2020-10-21,36.52196074667128,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2068,2020-11-04,37.26978898417847,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2069,2020-11-18,149.16358227287083,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2070,2020-12-02,291.80680851541854,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2071,2020-12-09,288.6685842271445,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2072,2020-12-16,295.6910187048017,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2073,2020-12-23,300.06337775344593,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2074,2020-12-30,500.5143670494796,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2075,2021-01-06,1010.194580876812,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2076,2021-01-13,1314.812268640088,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2077,2021-01-20,810.6284583496359,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2078,2021-02-03,792.5516553045568,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2079,2021-02-10,393.5522069245917,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2080,2021-02-17,328.6895988131532,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2081,2021-02-24,347.8481433272612,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2082,2021-03-03,302.44302988718937,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2083,2021-03-10,345.67827589637244,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2084,2021-03-17,494.53394219802107,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2085,2021-03-24,496.7259506043322,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
2086,2021-03-31,192.1283953111256,"30,000-100,000",Northeast,NY,"Nassau County, NY",36059
