,sampling_week,effective_concentration_rolling_average,population,region,state,name,fipscode
679,2021-09-15,602.0809685380281,"100,000-300,000",South,FL,"Hillsborough County, FL",12057
680,2021-09-22,464.62226191412543,"100,000-300,000",South,FL,"Hillsborough County, FL",12057
681,2021-09-29,319.2184298583753,"100,000-300,000",South,FL,"Hillsborough County, FL",12057
682,2021-10-06,218.06940224818064,"100,000-300,000",South,FL,"Hillsborough County, FL",12057
683,2022-01-26,394.3636032226109,"300,000-1,000,000",South,FL,"Hillsborough County, FL",12057
684,2022-02-02,413.367456052938,"300,000-1,000,000",South,FL,"Hillsborough County, FL",12057
685,2022-02-09,283.3582985872014,"300,000-1,000,000",South,FL,"Hillsborough County, FL",12057
686,2022-02-16,171.3954999778207,"300,000-1,000,000",South,FL,"Hillsborough County, FL",12057
687,2022-02-23,106.95988542337402,"300,000-1,000,000",South,FL,"Hillsborough County, FL",12057
688,2022-03-02,70.97249162251259,"300,000-1,000,000",South,FL,"Hillsborough County, FL",12057
689,2020-03-25,62.42551698640013,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
690,2020-04-01,141.4443029905402,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
691,2020-04-08,107.43382056765712,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
692,2020-04-15,69.4481640691118,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
693,2020-04-22,86.25278442979415,"300,000-1,000,000",South,FL,"Miami-Dade County, FL",12086
694,2020-04-29,92.04709303055236,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
695,2020-05-06,254.0759434334164,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
696,2020-05-13,118.37699542894474,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
697,2020-05-20,44.9350633144526,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
698,2020-05-27,56.5786487198742,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
699,2020-06-03,172.5176770551969,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
700,2020-06-10,293.33604629514576,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
701,2020-06-17,282.6648573100386,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
702,2020-06-24,342.24607033631,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
703,2020-07-01,691.3974953659864,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
704,2020-07-08,763.1957651016537,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
705,2020-07-15,903.2097429961937,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
706,2020-07-22,611.0601145930067,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
707,2020-07-29,430.1416895477698,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
708,2020-08-05,329.39369655605964,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
709,2020-08-12,210.4436463948873,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
710,2020-08-19,128.32292953476409,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
711,2020-08-26,111.80799545308167,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
712,2020-09-02,97.62224134784788,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
713,2020-09-09,68.28766031454452,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
714,2020-09-16,63.28096280894088,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
715,2020-09-23,63.29034092754728,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
716,2020-09-30,47.31415505401724,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
717,2020-10-07,63.3302690093109,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
718,2020-10-14,69.30454521031767,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
719,2020-10-21,103.77490794299172,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
720,2020-10-28,128.1773863796067,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
721,2020-11-04,199.42715469139992,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
722,2020-11-11,242.68027133839988,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
723,2020-11-18,419.9985867329644,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
724,2020-11-25,749.7184459580654,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
725,2020-12-02,504.0382251340454,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
726,2020-12-09,566.6577857895544,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
727,2020-12-16,552.8624473575002,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
728,2020-12-23,485.0720693173039,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
729,2020-12-30,461.92894477406776,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
730,2021-01-06,663.9594940361739,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
731,2021-01-13,527.7855626339433,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
732,2021-01-20,447.0813860107348,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
733,2021-01-27,333.0509877610453,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
734,2021-02-03,220.5766467575569,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
735,2021-02-10,167.56546968321328,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
736,2021-02-17,139.97092499732014,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
737,2021-02-24,143.10241318101967,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
738,2021-03-03,188.33248814249407,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
739,2021-03-10,238.3910990904905,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
740,2021-03-17,145.9643853265152,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
741,2021-03-24,172.0657617201797,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
742,2021-03-31,231.2216718108548,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
743,2021-04-07,223.6948612697336,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
744,2021-04-14,168.3555844142441,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
745,2021-04-21,129.69320879421585,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
746,2021-04-28,128.35053610966543,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
747,2021-05-05,81.63486302680111,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
748,2021-05-12,81.35635292822951,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
749,2021-05-19,66.63953459135415,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
750,2021-05-26,48.20609306575384,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
751,2021-06-02,52.45422088762094,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
752,2021-06-09,103.810678955605,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
753,2021-06-16,118.6149932413574,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
754,2021-06-23,119.58518907636908,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
755,2021-06-30,110.1184791861094,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
756,2021-07-07,146.84065564458143,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
757,2021-07-14,230.72821600767747,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
758,2021-07-21,419.8953653380656,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
759,2021-07-28,674.1393873902584,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
760,2021-08-04,851.21970184084,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
761,2021-08-11,863.1212014974781,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
762,2021-08-18,641.2149100700235,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
763,2021-08-25,656.79044594425,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
764,2021-09-01,514.9716601107501,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
765,2021-09-08,351.93393157482546,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
766,2021-09-15,313.6921757772392,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
767,2021-09-22,206.2228102529425,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
768,2021-09-29,176.08012588064182,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
769,2021-10-06,131.14007030335577,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
770,2021-10-13,156.9583967952866,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
771,2021-10-20,116.06927836084576,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
772,2021-10-27,100.06031353742178,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
773,2021-11-03,140.51338188413965,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
774,2021-11-10,167.79449927279555,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
775,2021-11-17,172.5245023267133,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
776,2021-11-24,198.28161976729845,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
777,2021-12-01,149.27965345813638,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
778,2021-12-08,377.3867375529513,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
779,2021-12-15,1540.5158173093944,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
780,2021-12-22,3555.9388549489254,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
781,2021-12-29,3374.219062113227,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
782,2022-01-05,2048.895247490888,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
783,2022-01-12,1201.904310743219,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
784,2022-01-19,621.6730774652266,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
785,2022-01-26,339.76273000948726,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
786,2022-02-02,213.1103120654218,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
787,2022-02-09,128.73294039904707,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
788,2022-02-16,73.97773897448218,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
789,2022-02-23,80.32213202656462,"1,000,000-3,000,000",South,FL,"Miami-Dade County, FL",12086
790,2021-06-09,172.30817640030307,"300,000-1,000,000",South,FL,"Orange County, FL",12095
791,2021-06-16,145.86809912475886,"300,000-1,000,000",South,FL,"Orange County, FL",12095
792,2021-06-23,156.28995465251586,"300,000-1,000,000",South,FL,"Orange County, FL",12095
793,2021-06-30,190.98855843731425,"300,000-1,000,000",South,FL,"Orange County, FL",12095
794,2021-07-07,364.9097908698374,"300,000-1,000,000",South,FL,"Orange County, FL",12095
795,2021-07-14,576.1620725152849,"300,000-1,000,000",South,FL,"Orange County, FL",12095
796,2021-07-21,818.4927379854577,"300,000-1,000,000",South,FL,"Orange County, FL",12095
797,2021-07-28,1244.7273522589885,"300,000-1,000,000",South,FL,"Orange County, FL",12095
798,2021-08-04,1240.054017363182,"300,000-1,000,000",South,FL,"Orange County, FL",12095
799,2021-08-11,1062.0410669613082,"300,000-1,000,000",South,FL,"Orange County, FL",12095
800,2021-08-18,929.8460060289696,"300,000-1,000,000",South,FL,"Orange County, FL",12095
801,2022-01-26,719.8601081283156,"300,000-1,000,000",South,FL,"Orange County, FL",12095
802,2022-02-02,589.1612958457887,"300,000-1,000,000",South,FL,"Orange County, FL",12095
803,2022-02-09,272.8798436685885,"300,000-1,000,000",South,FL,"Orange County, FL",12095
804,2022-02-16,179.75303324606372,"300,000-1,000,000",South,FL,"Orange County, FL",12095
805,2022-02-23,107.35956676078148,"300,000-1,000,000",South,FL,"Orange County, FL",12095
806,2022-03-02,64.87355562069072,"300,000-1,000,000",South,FL,"Orange County, FL",12095
807,2021-06-09,159.3818094647075,"30,000-100,000",South,FL,"Seminole County, FL",12117
808,2021-06-16,120.75616775174052,"30,000-100,000",South,FL,"Seminole County, FL",12117
809,2021-06-23,139.17264043162535,"30,000-100,000",South,FL,"Seminole County, FL",12117
810,2021-06-30,302.76837385367344,"30,000-100,000",South,FL,"Seminole County, FL",12117
811,2021-07-07,394.6685613112277,"30,000-100,000",South,FL,"Seminole County, FL",12117
812,2021-07-14,447.6800018103515,"30,000-100,000",South,FL,"Seminole County, FL",12117
813,2021-07-21,873.6077359134539,"30,000-100,000",South,FL,"Seminole County, FL",12117
814,2021-07-28,1194.0747192681483,"30,000-100,000",South,FL,"Seminole County, FL",12117
815,2021-08-04,1256.4034775140897,"30,000-100,000",South,FL,"Seminole County, FL",12117
816,2021-08-11,1231.827025284222,"30,000-100,000",South,FL,"Seminole County, FL",12117
817,2021-08-18,1293.1134292889435,"30,000-100,000",South,FL,"Seminole County, FL",12117
818,2022-01-26,997.591723847778,"30,000-100,000",South,FL,"Seminole County, FL",12117
819,2022-02-02,754.5416487156693,"30,000-100,000",South,FL,"Seminole County, FL",12117
820,2022-02-09,457.06877530867695,"30,000-100,000",South,FL,"Seminole County, FL",12117
821,2022-02-16,217.09318081197543,"30,000-100,000",South,FL,"Seminole County, FL",12117
822,2022-02-23,188.1988030315026,"30,000-100,000",South,FL,"Seminole County, FL",12117
823,2022-03-02,165.77836397404585,"30,000-100,000",South,FL,"Seminole County, FL",12117
824,2021-06-09,43.1944978040268,"30,000-100,000",South,GA,"Lowndes County, GA",13185
825,2021-06-16,55.73718861512069,"30,000-100,000",South,GA,"Lowndes County, GA",13185
826,2021-06-23,77.06989457959988,"30,000-100,000",South,GA,"Lowndes County, GA",13185
827,2021-06-30,178.06272797458425,"30,000-100,000",South,GA,"Lowndes County, GA",13185
828,2021-07-07,87.78341250200201,"30,000-100,000",South,GA,"Lowndes County, GA",13185
829,2021-07-14,195.1452375272904,"30,000-100,000",South,GA,"Lowndes County, GA",13185
830,2021-07-21,620.2216163696195,"30,000-100,000",South,GA,"Lowndes County, GA",13185
831,2021-07-28,1170.6427667644468,"30,000-100,000",South,GA,"Lowndes County, GA",13185
832,2021-08-04,1497.99443522424,"30,000-100,000",South,GA,"Lowndes County, GA",13185
833,2021-08-11,2148.733699954294,"30,000-100,000",South,GA,"Lowndes County, GA",13185
834,2021-08-18,2123.845553616974,"30,000-100,000",South,GA,"Lowndes County, GA",13185
835,2022-02-02,913.4530965702344,"30,000-100,000",South,GA,"Lowndes County, GA",13185
836,2022-02-09,783.19651002099,"30,000-100,000",South,GA,"Lowndes County, GA",13185
837,2022-02-16,297.28803235811955,"30,000-100,000",South,GA,"Lowndes County, GA",13185
838,2022-02-23,123.27394986656276,"30,000-100,000",South,GA,"Lowndes County, GA",13185
839,2020-05-06,0.0,"100,000-300,000",West,ID,"Ada County, ID",16001
840,2020-05-13,5.678670451174875,"100,000-300,000",West,ID,"Ada County, ID",16001
841,2020-05-20,25.76985481423516,"100,000-300,000",West,ID,"Ada County, ID",16001
842,2020-05-27,20.981638194669653,"100,000-300,000",West,ID,"Ada County, ID",16001
843,2020-06-03,37.854108705337474,"100,000-300,000",West,ID,"Ada County, ID",16001
844,2020-06-10,127.75447953549566,"100,000-300,000",West,ID,"Ada County, ID",16001
845,2020-06-17,229.2750499338457,"100,000-300,000",West,ID,"Ada County, ID",16001
846,2020-06-24,366.3933398990992,"100,000-300,000",West,ID,"Ada County, ID",16001
847,2021-06-16,59.8487122127381,"100,000-300,000",West,ID,"Ada County, ID",16001
848,2021-06-23,82.68324514492694,"100,000-300,000",West,ID,"Ada County, ID",16001
849,2021-07-07,54.82709347019384,"100,000-300,000",West,ID,"Ada County, ID",16001
850,2021-07-14,68.97277335076976,"100,000-300,000",West,ID,"Ada County, ID",16001
851,2021-07-21,208.3699717638177,"100,000-300,000",West,ID,"Ada County, ID",16001
852,2021-07-28,359.1051762964903,"100,000-300,000",West,ID,"Ada County, ID",16001
853,2021-08-04,523.5970783822189,"100,000-300,000",West,ID,"Ada County, ID",16001
854,2021-08-11,736.7796941508844,"100,000-300,000",West,ID,"Ada County, ID",16001
855,2021-08-18,841.263166182062,"100,000-300,000",West,ID,"Ada County, ID",16001
856,2022-02-02,1106.5695799548655,"100,000-300,000",West,ID,"Ada County, ID",16001
857,2022-02-09,705.010672075511,"100,000-300,000",West,ID,"Ada County, ID",16001
858,2022-02-16,356.0576792787145,"100,000-300,000",West,ID,"Ada County, ID",16001
859,2022-02-23,175.9278710382741,"100,000-300,000",West,ID,"Ada County, ID",16001
860,2022-03-02,145.2877179498364,"100,000-300,000",West,ID,"Ada County, ID",16001
861,2020-05-06,0.0,"10,000-30,000",West,ID,"Latah County, ID",16057
862,2020-05-13,0.0,"10,000-30,000",West,ID,"Latah County, ID",16057
863,2020-05-20,1.9967367325035423,"10,000-30,000",West,ID,"Latah County, ID",16057
864,2020-05-27,9.584336316017003,"10,000-30,000",West,ID,"Latah County, ID",16057
865,2020-07-01,244.9971242756103,"10,000-30,000",West,ID,"Latah County, ID",16057
866,2020-07-15,243.9174159973492,"10,000-30,000",West,ID,"Latah County, ID",16057
867,2020-08-19,458.0154566883263,"10,000-30,000",West,ID,"Latah County, ID",16057
868,2020-09-02,266.5971469710336,"10,000-30,000",West,ID,"Latah County, ID",16057
869,2020-09-16,328.0858775554349,"10,000-30,000",West,ID,"Latah County, ID",16057
870,2020-09-30,388.3494128275846,"10,000-30,000",West,ID,"Latah County, ID",16057
871,2021-06-09,58.87037095108069,"10,000-30,000",West,ID,"Latah County, ID",16057
872,2021-06-16,105.94451118988547,"10,000-30,000",West,ID,"Latah County, ID",16057
873,2021-06-23,36.09072459293524,"10,000-30,000",West,ID,"Latah County, ID",16057
874,2021-06-30,7.72408826762862,"10,000-30,000",West,ID,"Latah County, ID",16057
875,2021-07-07,11.955098453929622,"10,000-30,000",West,ID,"Latah County, ID",16057
876,2021-07-14,83.09471435887038,"10,000-30,000",West,ID,"Latah County, ID",16057
877,2021-07-21,346.9838696914806,"10,000-30,000",West,ID,"Latah County, ID",16057
878,2021-07-28,487.46523499978366,"10,000-30,000",West,ID,"Latah County, ID",16057
879,2021-08-04,547.7499252826476,"10,000-30,000",West,ID,"Latah County, ID",16057
880,2021-08-11,806.6063616246178,"10,000-30,000",West,ID,"Latah County, ID",16057
881,2021-08-18,1133.584686977147,"10,000-30,000",West,ID,"Latah County, ID",16057
882,2022-02-02,1575.527840696618,"10,000-30,000",West,ID,"Latah County, ID",16057
883,2022-02-09,929.9833582523934,"10,000-30,000",West,ID,"Latah County, ID",16057
884,2022-02-16,681.2363952425263,"10,000-30,000",West,ID,"Latah County, ID",16057
885,2022-02-23,597.9292028378626,"10,000-30,000",West,ID,"Latah County, ID",16057
886,2022-03-02,233.46185185183177,"10,000-30,000",West,ID,"Latah County, ID",16057
887,2021-06-09,153.12312189108744,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
888,2021-06-16,292.2223736157818,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
889,2021-06-23,253.0980221014155,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
890,2021-06-30,291.51945302423934,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
891,2021-07-07,508.073293253442,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
892,2021-07-14,319.2475562099717,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
893,2021-07-21,162.01712917153193,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
894,2021-07-28,114.62920786852328,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
895,2021-08-04,218.92157467635323,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
896,2021-08-11,430.2752796040333,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
897,2022-02-02,379.6603036474172,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
898,2022-02-09,284.2085916484764,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
899,2022-02-16,323.77957822119043,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
900,2022-02-23,194.6331034378168,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
901,2022-03-02,110.87053941521386,"30,000-100,000",Midwest,IL,"Kankakee County, IL",17091
902,2020-01-01,134.84196356544973,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
903,2020-04-15,131.88562799873822,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
904,2020-04-22,126.37733532300632,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
905,2020-04-29,150.7165055806548,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
906,2020-05-13,64.22068985180373,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
907,2020-05-20,65.24967376334564,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
908,2020-05-27,35.35829814968283,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
909,2020-06-03,116.31540299361278,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
910,2020-06-10,183.57202599507204,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
911,2020-06-17,122.391293725867,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
912,2020-06-24,63.69980346340204,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
913,2020-07-01,69.13619620311366,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
914,2020-07-08,46.17647217807232,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
915,2020-07-15,50.23091967217619,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
916,2020-07-22,92.9765105767326,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
917,2020-07-29,109.33944045913388,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
918,2020-08-05,263.4464461665897,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
919,2020-08-12,281.3060715778849,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
920,2020-08-19,210.15778740959024,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
921,2020-08-26,124.5297822993026,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
922,2020-09-02,154.7643693926943,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
923,2020-09-09,242.0579118008488,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
924,2020-09-16,167.43595128384823,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
925,2020-09-23,110.60820160051276,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
926,2020-09-30,100.9280460824076,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
927,2020-10-07,189.48177186503617,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
928,2020-10-14,253.55792326168591,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
929,2020-10-21,297.32809744075485,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
930,2020-10-28,689.9658508008274,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
931,2020-11-04,548.1870834928021,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
932,2020-11-11,697.8298735551803,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
933,2020-11-18,1150.9802832233315,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
934,2020-11-25,1337.4955575028814,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
935,2020-12-02,974.5749111487096,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
936,2020-12-16,1236.3160226430734,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
937,2020-12-23,1132.1213227407118,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
938,2020-12-30,1147.537506880364,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
939,2021-01-06,1180.0981635583485,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
940,2021-06-09,27.510320840307905,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
941,2021-06-16,24.55839259808104,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
942,2021-06-23,15.3883295239695,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
943,2021-06-30,16.66358903829678,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
944,2021-07-07,32.25670790056927,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
945,2021-07-14,35.19403533939475,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
946,2021-07-21,81.97743287754916,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
947,2021-07-28,75.30208807242754,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
948,2021-08-04,136.18956590636748,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
949,2021-08-11,169.95299172929788,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
950,2021-08-18,244.7432095488636,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
951,2021-08-25,594.15349298272,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
952,2021-09-01,401.21280945720383,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
953,2021-09-08,274.034652557186,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
954,2021-09-15,144.4002184153535,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
955,2021-09-22,255.6423713787377,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
956,2021-09-29,351.1662692957261,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
957,2021-10-06,234.1493188976773,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
958,2021-10-13,159.7752006333733,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
959,2021-10-20,113.70823925624966,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
960,2021-10-27,138.9584731513765,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
961,2022-01-26,1182.9561686557413,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
962,2022-02-02,419.3398955010173,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
963,2022-02-09,266.83730738174444,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
964,2022-02-16,357.06086381989206,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
965,2022-02-23,457.2683289879877,"100,000-300,000",Midwest,IL,"Peoria County, IL",17143
966,2020-05-13,114.2837504469675,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
967,2020-05-20,113.53179100207204,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
968,2020-05-27,38.700278983650925,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
969,2020-06-03,35.7111056754527,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
970,2020-06-17,24.380005109556222,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
971,2020-06-24,71.35785937173584,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
972,2020-07-08,130.08592312188162,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
973,2020-07-15,202.116244552013,"100,000-300,000",Midwest,IN,"Lake County, IN",18089
